27.43
3997;97436.8440000;0.4834238;0.024;0.90;-0.14;0.41;-0.00
30;97436.8440000;0.2448675;0.023;0.96;-0.09;0.27;-0.00
30;97436.5390000;0.1063446;0.377;0.98;-0.06;0.17;-0.00
28;97436.6640000;0.0490859;0.250;0.99;-0.04;0.11;-0.00
29;97436.9060000;0.0251886;0.030;1.00;-0.02;0.06;-0.00
29;97437.0940000;0.0147402;-0.134;1.00;-0.01;0.03;-0.00
29;97436.9060000;0.0112018;-0.112;1.00;-0.01;0.02;-0.00
30;97437.6480000;0.0096112;-0.288;1.00;-0.00;0.01;-0.00
31;97436.9060000;0.0094388;-0.193;1.00;-0.00;-0.00;-0.00
34;97437.1480000;0.0081699;-0.174;1.00;0.00;-0.01;-0.00
47;97435.9300000;0.0102124;0.031;1.00;0.00;-0.01;-0.00
34;97435.3670000;0.0099720;0.209;1.00;0.00;-0.01;-0.00
31;97435.2500000;0.0107726;0.315;1.00;0.00;-0.01;-0.00
31;97435.9920000;0.0085988;0.301;1.00;0.00;-0.01;-0.00
31;97438.0780000;0.0110613;0.127;1.00;0.00;-0.01;-0.00
27;97436.2890000;0.0100314;0.132;1.00;0.00;-0.01;-0.00
30;97438.0780000;0.0091069;0.023;1.00;0.00;-0.01;-0.00
30;97437.3980000;0.0094111;-0.018;1.00;0.00;-0.01;-0.00
29;97436.9060000;0.0085883;-0.023;1.00;0.00;-0.01;-0.00
37;97435.2500000;0.0081860;0.054;1.00;0.00;-0.01;-0.00
49;97437.2110000;0.0101593;0.020;1.00;0.00;-0.01;-0.00
35;97436.9060000;0.0090155;0.009;1.00;0.00;-0.01;-0.00
27;97437.8280000;0.0094268;-0.038;1.00;0.00;-0.01;-0.00
31;97437.5860000;0.0088904;-0.064;1.00;0.00;-0.01;-0.00
30;97437.7110000;0.0082115;-0.089;1.00;0.00;-0.01;-0.00
30;97437.3980000;0.0083971;-0.097;1.00;0.00;-0.01;-0.00
29;97436.8440000;0.0096794;-0.082;1.00;0.00;-0.01;-0.00
29;97435.9300000;0.0093817;-0.040;1.00;0.00;-0.01;-0.00
39;97437.1480000;0.0076874;-0.043;1.00;0.00;-0.01;-0.00
31;97436.9060000;0.0064325;-0.038;1.00;0.00;-0.01;-0.00
45;97437.1480000;0.0100543;-0.040;1.00;0.00;-0.01;-0.00
31;97438.8750000;0.0093391;-0.098;1.00;0.00;-0.01;-0.00
30;97436.6020000;0.0088982;-0.072;1.00;0.00;-0.01;-0.00
31;97436.9690000;0.0083848;-0.062;1.00;0.00;-0.01;-0.00
27;97436.6640000;0.0099484;-0.043;1.00;0.00;-0.01;-0.00
33;97437.7110000;0.0093015;-0.059;1.00;0.00;-0.01;-0.00
29;97438.0780000;0.0082747;-0.083;1.00;0.00;-0.01;-0.00
40;97436.7270000;0.0103834;-0.060;1.00;0.00;-0.01;-0.00
31;97435.9920000;0.0093033;-0.017;1.00;0.00;-0.01;-0.00
31;97438.6250000;0.0106779;-0.062;1.00;0.00;-0.01;-0.00
49;97438.1410000;0.0082972;-0.085;1.00;0.00;-0.01;-0.00
35;97439.1880000;0.0080963;-0.139;1.00;0.00;-0.01;-0.00
30;97438.1410000;0.0068834;-0.148;1.00;0.00;-0.01;-0.00
30;97436.9060000;0.0104888;-0.114;1.00;0.00;-0.01;-0.00
31;97437.3980000;0.0088095;-0.101;1.00;0.00;-0.01;-0.00
30;97437.5860000;0.0093849;-0.095;1.00;0.00;-0.01;-0.00
38;97436.9060000;0.0086816;-0.065;1.00;0.00;-0.01;-0.01
31;97438.3130000;0.0083887;-0.084;1.00;0.00;-0.01;-0.01
31;97437.7110000;0.0092908;-0.080;1.00;0.00;-0.01;-0.01
31;97435.9300000;0.0093564;-0.021;1.00;0.00;-0.01;-0.01
48;97435.9300000;0.0089694;0.034;1.00;0.00;-0.01;-0.01
33;97436.6020000;0.0080832;0.057;1.00;0.00;-0.01;-0.01
31;97435.9300000;0.0077832;0.098;1.00;0.00;-0.01;-0.01
31;97436.8440000;0.0093809;0.101;1.00;0.00;-0.01;-0.01
30;97436.2890000;0.0094696;0.123;1.00;0.00;-0.01;-0.01
41;97436.6020000;0.0093677;0.128;1.00;0.00;-0.01;-0.01
30;97436.6640000;0.0085736;0.130;1.00;0.00;-0.01;-0.01
30;97436.8440000;0.0093688;0.123;1.00;0.00;-0.01;-0.01
31;97436.8440000;0.0072846;0.117;1.00;0.00;-0.01;-0.01
29;97435.8670000;0.0081903;0.140;1.00;0.00;-0.01;-0.01
50;97436.6640000;0.0090179;0.133;1.00;0.00;-0.01;-0.01
33;97435.9300000;0.0065017;0.150;1.00;0.00;-0.01;-0.01
31;97436.9060000;0.0067794;0.130;1.00;0.00;-0.01;-0.01
30;97435.9920000;0.0088929;0.142;1.00;0.00;-0.01;-0.01
38;97435.8670000;0.0074756;0.154;1.00;0.00;-0.01;-0.01
31;97436.9690000;0.0098749;0.126;1.00;0.00;-0.01;-0.01
32;97437.6480000;0.0078749;0.080;1.00;0.00;-0.01;-0.01
27;97436.9060000;0.0075573;0.065;1.00;0.00;-0.01;-0.01
34;97435.8670000;0.0092055;0.083;1.00;0.00;-0.01;-0.01
30;97438.0780000;0.0094082;0.029;1.00;0.00;-0.01;-0.01
49;97438.1410000;0.0092886;-0.022;1.00;0.00;-0.01;-0.01
34;97436.0550000;0.0087788;0.003;1.00;0.00;-0.01;-0.01
27;97437.1480000;0.0081652;-0.011;1.00;0.00;-0.01;-0.01
39;97437.1480000;0.0076918;-0.023;1.00;0.00;-0.01;-0.01
30;97437.7110000;0.0094901;-0.051;1.00;0.00;-0.01;-0.01
31;97436.7270000;0.0070938;-0.042;1.00;0.00;-0.01;-0.01
31;97437.1480000;0.0086823;-0.048;1.00;0.00;-0.01;-0.01
30;97436.8440000;0.0074910;-0.042;1.00;0.00;-0.01;-0.01
30;97436.6020000;0.0088820;-0.030;1.00;0.00;-0.01;-0.01
28;97436.8440000;0.0077161;-0.026;1.00;0.00;-0.01;-0.01
49;97437.4610000;0.0074902;-0.043;1.00;0.00;-0.01;-0.01
34;97436.6020000;0.0080765;-0.029;1.00;0.00;-0.01;-0.01
37;97436.9060000;0.0072613;-0.026;1.00;0.00;-0.01;-0.01
29;97436.8440000;0.0087657;-0.021;1.00;0.00;-0.01;-0.01
30;97437.7660000;0.0085942;-0.046;1.00;0.00;-0.01;-0.01
30;97437.5860000;0.0082025;-0.062;1.00;0.00;-0.01;-0.01
31;97438.1410000;0.0088533;-0.091;1.00;0.00;-0.01;-0.01
30;97435.9920000;0.0069957;-0.048;1.00;0.00;-0.01;-0.01
30;97437.5860000;0.0078828;-0.061;1.00;0.00;-0.01;-0.01
31;97437.8280000;0.0085810;-0.079;1.00;0.00;-0.01;-0.01
48;97437.7660000;0.0089821;-0.091;1.00;0.00;-0.01;-0.01
42;97436.5390000;0.0091818;-0.059;1.00;0.00;-0.01;-0.01
31;97436.5390000;0.0081987;-0.032;1.00;0.00;-0.01;-0.01
30;97437.2730000;0.0075696;-0.033;1.00;0.00;-0.01;-0.01
30;97438.6250000;0.0092814;-0.076;1.00;0.00;-0.01;-0.01
31;97436.6020000;0.0067757;-0.048;1.00;0.00;-0.01;-0.01
31;97437.1480000;0.0081906;-0.040;1.00;0.00;-0.01;-0.01
31;97437.1480000;0.0095896;-0.034;1.00;0.00;-0.01;-0.01
30;97436.9060000;0.0093813;-0.020;1.00;0.00;-0.01;-0.01
31;97437.2110000;0.0085810;-0.018;1.00;0.00;-0.01;-0.01
F27.438
75;97437.2580000;0.0087747;-0.017;1.00;0.00;-0.01;-0.01
31;97437.8130000;0.0087839;-0.034;1.00;0.00;-0.01;-0.01
30;97436.8910000;0.0070865;-0.017;1.00;0.00;-0.01;-0.01
30;97437.1950000;0.0083807;-0.013;1.00;0.00;-0.01;-0.01
31;97436.9530000;0.0073753;-0.002;1.00;0.00;-0.01;-0.01
27;97436.9530000;0.0090663;0.008;1.00;0.00;-0.01;-0.01
31;97435.9140000;0.0095940;0.053;1.00;0.00;-0.01;-0.01
29;97436.3360000;0.0087755;0.076;1.00;0.00;-0.01;-0.01
30;97436.8910000;0.0064782;0.075;1.00;0.00;-0.01;-0.01
37;97437.0160000;0.0086807;0.069;1.00;0.00;-0.01;-0.01
44;97437.1950000;0.0089067;0.057;1.00;0.00;-0.01;-0.01
31;97436.5860000;0.0099137;0.068;1.00;0.00;-0.01;-0.01
30;97436.8910000;0.0094864;0.065;1.00;0.00;-0.01;-0.01
30;97437.1950000;0.0097532;0.052;1.00;0.00;-0.01;-0.01
30;97438.3050000;0.0076459;0.005;1.00;0.00;-0.01;-0.01
30;97436.9530000;0.0082002;0.008;1.00;0.00;-0.01;-0.01
30;97438.3590000;0.0094861;-0.033;1.00;0.00;-0.01;-0.01
31;97436.8910000;0.0082575;-0.022;1.00;0.00;-0.01;-0.01
34;97437.1950000;0.0078984;-0.022;1.00;0.00;-0.01;-0.01
29;97434.6250000;0.0085865;0.058;1.00;0.00;-0.01;-0.01
48;97438.6720000;0.0064782;-0.002;1.00;0.00;-0.01;-0.01
32;97437.0160000;0.0068041;0.000;1.00;0.00;-0.01;-0.01
30;97438.6720000;0.0067854;-0.050;1.00;0.00;-0.01;-0.01
30;97436.3360000;0.0086851;-0.017;1.00;0.00;-0.01;-0.01
30;97437.1950000;0.0078825;-0.018;1.00;0.00;-0.01;-0.01
31;97437.3200000;0.0074956;-0.022;1.00;0.00;-0.01;-0.01
29;97438.0000000;0.0084006;-0.046;1.00;0.00;-0.01;-0.01
36;97436.8910000;0.0068282;-0.032;1.00;0.00;-0.01;-0.01
30;97436.0940000;0.0068089;0.006;1.00;0.00;-0.01;-0.01
31;97437.5080000;0.0077830;-0.005;1.00;0.00;-0.01;-0.01
54;97436.3360000;0.0079582;0.024;1.00;0.00;-0.01;-0.01
34;97436.9530000;0.0077975;0.027;1.00;0.00;-0.01;-0.01
30;97437.8130000;0.0078875;0.001;1.00;0.00;-0.01;-0.01
29;97438.9220000;0.0090887;-0.057;1.00;0.00;-0.01;-0.01
31;97436.8910000;0.0089680;-0.040;1.00;0.00;-0.01;-0.01
27;97436.8910000;0.0095695;-0.026;1.00;0.00;-0.01;-0.01
34;97437.0160000;0.0083111;-0.017;1.00;0.00;-0.01;-0.01
30;97436.5860000;0.0078676;0.006;1.00;0.00;-0.01;-0.01
31;97436.8910000;0.0096915;0.014;1.00;0.00;-0.01;-0.01
30;97435.9140000;0.0086715;0.053;1.00;0.00;-0.01;-0.01
55;97436.9530000;0.0086702;0.051;1.00;0.00;-0.01;-0.01
34;97437.7580000;0.0081771;0.022;1.00;0.00;-0.01;-0.01
31;97437.8130000;0.0061980;-0.003;1.00;0.00;-0.01;-0.01
30;97438.6720000;0.0085941;-0.052;1.00;0.00;-0.01;-0.01
30;97436.9530000;0.0098291;-0.038;1.00;0.00;-0.01;-0.01
44;97437.3200000;0.0063248;-0.037;1.00;0.00;-0.01;-0.01
30;97437.8130000;0.0097869;-0.052;1.00;0.00;-0.01;-0.01
30;97437.6330000;0.0065636;-0.058;1.00;0.00;-0.01;-0.01
30;97438.7340000;0.0081857;-0.098;1.00;0.00;-0.01;-0.01
30;97438.3590000;0.0606251;-0.118;1.00;0.00;-0.01;-0.01
46;97436.5860000;0.0102723;-0.072;1.00;0.00;-0.01;-0.01
34;97437.1950000;0.0111476;-0.056;1.00;0.00;-0.01;-0.01
30;97438.1880000;0.0119481;-0.074;1.00;0.00;-0.01;-0.01
31;97435.9140000;0.0107783;-0.013;1.00;0.00;-0.01;-0.01
37;97438.1250000;0.0097414;-0.034;1.00;0.00;-0.01;-0.01
31;97437.1950000;0.0077784;-0.022;1.00;0.00;-0.01;-0.01
27;97436.3360000;0.0063477;0.017;1.00;0.00;-0.01;-0.01
30;97438.1880000;0.0071907;-0.009;1.00;0.00;-0.01;-0.01
29;97436.8910000;0.0070696;0.008;1.00;0.00;-0.01;-0.01
29;97437.1950000;0.0097257;0.014;1.00;0.00;-0.01;-0.01
49;97437.5080000;0.0101777;0.009;1.00;0.00;-0.01;-0.01
32;97435.9140000;0.0088405;0.058;1.00;0.00;-0.01;-0.01
30;97437.5080000;0.0093906;0.046;1.00;0.00;-0.01;-0.01
39;97437.1950000;0.0064718;0.045;1.00;0.00;-0.01;-0.01
31;97437.5080000;0.0067188;0.034;1.00;0.00;-0.01;-0.01
30;97437.5080000;0.0091671;0.025;1.00;0.00;-0.01;-0.01
31;97437.1950000;0.0087025;0.026;1.00;0.00;-0.01;-0.01
27;97437.3200000;0.0075735;0.023;1.00;0.00;-0.01;-0.01
30;97438.1250000;0.0066798;-0.004;1.00;0.00;-0.01;-0.01
28;97437.5700000;0.0088114;-0.010;1.00;0.00;-0.01;-0.01
49;97437.5080000;0.0095788;-0.013;1.00;0.00;-0.01;-0.01
33;97439.4060000;0.0087596;-0.077;1.00;0.00;-0.01;-0.01
37;97436.8910000;0.0078718;-0.050;1.00;0.00;-0.01;-0.01
30;97437.5080000;0.0082525;-0.046;1.00;0.00;-0.01;-0.01
30;97438.6720000;0.0075896;-0.078;1.00;0.00;-0.01;-0.01
31;97437.1950000;0.0064846;-0.059;1.00;0.00;-0.01;-0.01
31;97438.1880000;0.0085603;-0.073;1.00;0.00;-0.01;-0.01
29;97437.6330000;0.0089692;-0.067;1.00;0.00;-0.01;-0.01
30;97437.1950000;0.0072116;-0.048;1.00;0.00;-0.01;-0.01
31;97437.5700000;0.0079519;-0.042;1.00;0.00;-0.01;-0.01
174;97438.3050000;0.0074213;-0.062;1.00;0.00;-0.01;-0.01
171;97437.7580000;0.0083964;-0.040;1.00;0.00;-0.01;-0.01
29;97436.8910000;0.0092040;0.033;1.00;0.00;-0.01;-0.01
30;97438.3590000;0.0093870;-0.014;1.00;0.00;-0.01;-0.01
31;97437.8750000;0.0089078;-0.017;1.00;0.00;-0.01;-0.01
27;97437.0160000;0.0093162;0.033;1.00;0.00;-0.01;-0.01
32;97437.1950000;0.0073862;0.061;1.00;0.00;-0.01;-0.01
31;97438.1250000;0.0064948;0.027;1.00;0.00;-0.01;-0.01
30;97438.1880000;0.0070048;-0.005;1.00;0.00;-0.01;-0.01
31;97438.6720000;0.0085127;-0.056;1.00;0.00;-0.01;-0.01
68;97438.6720000;0.0078162;-0.097;1.00;0.00;-0.01;-0.01
35;97437.5700000;0.0096754;-0.062;1.00;0.00;-0.01;-0.01
30;97436.9530000;0.0087653;-0.004;1.00;0.00;-0.01;-0.01
30;97438.1250000;0.0080735;-0.018;1.00;0.00;-0.01;-0.01
31;97437.0160000;0.0081961;0.023;1.00;0.00;-0.01;-0.01
27;97437.8130000;0.0085515;0.020;1.00;0.00;-0.01;-0.01
30;97436.8910000;0.0077471;0.055;1.00;0.00;-0.01;-0.01
28;97436.9530000;0.0070812;0.079;1.00;0.00;-0.01;-0.01
31;97437.0160000;0.0076854;0.096;1.00;0.00;-0.01;-0.01
38;97436.8910000;0.0089758;0.112;1.00;0.00;-0.01;-0.01
F27.420
66;97436.6880000;0.0080709;0.134;1.00;0.00;-0.01;-0.01
31;97436.4450000;0.0067838;0.159;1.00;0.00;-0.01;-0.01
31;97436.0160000;0.0077835;0.192;1.00;0.00;-0.01;-0.01
30;97436.7500000;0.0067987;0.190;1.00;0.00;-0.01;-0.01
28;97438.5310000;0.0065912;0.122;1.00;0.00;-0.01;-0.01
31;97436.7500000;0.0088629;0.128;1.00;0.00;-0.01;-0.01
31;97437.9840000;0.0064801;0.088;1.00;0.00;-0.01;-0.01
31;97437.9220000;0.0077065;0.056;1.00;0.00;-0.01;-0.01
38;97437.0000000;0.0070880;0.059;1.00;0.00;-0.01;-0.01
28;97437.3050000;0.0078219;0.050;1.00;0.00;-0.01;-0.01
46;97436.4450000;0.0071931;0.073;1.00;0.00;-0.01;-0.01
34;97438.1560000;0.0073987;0.032;1.00;0.00;-0.01;-0.01
29;97437.1170000;0.0065903;0.031;1.00;0.00;-0.01;-0.01
31;97438.4690000;0.0081754;-0.013;1.00;0.00;-0.01;-0.01
30;97437.8590000;0.0075945;-0.031;1.00;0.00;-0.01;-0.01
31;97437.0550000;0.0092036;-0.019;1.00;0.00;-0.01;-0.01
29;97436.6880000;0.0074853;0.003;1.00;0.00;-0.01;-0.01
36;97437.6090000;0.0089487;-0.008;1.00;0.00;-0.01;-0.01
31;97439.0310000;0.0089157;-0.061;1.00;0.00;-0.01;-0.01
31;97437.0000000;0.0077843;-0.043;1.00;0.00;-0.01;-0.01
49;97436.7500000;0.0061930;-0.016;1.00;0.00;-0.01;-0.01
33;97437.6090000;0.0070133;-0.023;1.00;0.00;-0.01;-0.01
31;97436.6880000;0.0068886;0.003;1.00;0.00;-0.01;-0.01
30;97437.9220000;0.0069938;-0.016;1.00;0.00;-0.01;-0.01
31;97437.1170000;0.0058014;-0.007;1.00;0.00;-0.01;-0.01
30;97437.1170000;0.0096994;0.001;1.00;0.00;-0.01;-0.01
40;97438.7190000;0.0085090;-0.043;1.00;0.00;-0.01;-0.01
30;97436.1330000;0.0093793;0.003;1.00;0.00;-0.01;-0.01
31;97436.7500000;0.0071924;0.024;1.00;0.00;-0.01;-0.01
30;97437.0000000;0.0073991;0.032;1.00;0.00;-0.01;-0.01
50;97437.9220000;0.0076760;0.008;1.00;0.00;-0.01;-0.01
32;97437.5550000;0.0084021;-0.000;1.00;0.00;-0.01;-0.01
31;97437.6090000;0.0089735;-0.009;1.00;0.00;-0.01;-0.01
31;97437.0000000;0.0087739;0.004;1.00;0.00;-0.01;-0.01
30;97437.0000000;0.0091678;0.015;1.00;0.00;-0.01;-0.01
40;97437.6090000;0.0080799;0.004;1.00;0.00;-0.01;-0.01
31;97437.9220000;0.0091111;-0.015;1.00;0.00;-0.01;-0.01
27;97437.9220000;0.0081918;-0.031;1.00;0.00;-0.01;-0.01
27;97437.4300000;0.0088046;-0.029;1.00;0.00;-0.01;-0.01
30;97436.6880000;0.0093870;-0.003;1.00;0.00;-0.01;-0.01
45;97437.6090000;0.0092066;-0.010;1.00;0.00;-0.01;-0.01
31;97436.6880000;0.0091737;0.015;1.00;0.00;-0.01;-0.01
31;97437.9220000;0.0087557;-0.005;1.00;0.00;-0.01;-0.01
29;97435.7110000;0.0088853;0.049;1.00;0.00;-0.01;-0.01
40;97438.4690000;0.0081162;0.006;1.00;0.00;-0.01;-0.01
30;97436.8130000;0.0069926;0.024;1.00;0.00;-0.01;-0.01
31;97436.6880000;0.0070944;0.042;1.00;0.00;-0.01;-0.01
30;97436.7500000;0.0075777;0.056;1.00;0.00;-0.01;-0.01
31;97438.1560000;0.0091698;0.023;1.00;0.00;-0.01;-0.01
30;97437.1170000;0.0067718;0.025;1.00;0.00;-0.01;-0.01
47;97437.9840000;0.0081060;-0.001;1.00;0.00;-0.01;-0.01
34;97438.5310000;0.0071804;-0.040;1.00;0.00;-0.01;-0.01
27;97438.7190000;0.0083093;-0.078;1.00;0.00;-0.01;-0.01
39;97438.7190000;0.0087912;-0.110;1.00;0.00;-0.01;-0.01
31;97435.0940000;0.0090918;-0.020;1.00;0.00;-0.01;-0.01
30;97438.7810000;0.0080731;-0.060;1.00;0.00;-0.01;-0.01
30;97436.6880000;0.0062860;-0.027;1.00;0.00;-0.01;-0.01
31;97437.0000000;0.0083984;-0.010;1.00;0.00;-0.01;-0.01
27;97436.6880000;0.0084519;0.016;1.00;0.00;-0.01;-0.01
31;97437.4300000;0.0067107;0.013;1.00;0.00;-0.01;-0.01
49;97438.7190000;0.0092740;-0.030;1.00;0.00;-0.01;-0.01
33;97438.5310000;0.0066042;-0.061;1.00;0.00;-0.01;-0.01
39;97437.0000000;0.0083976;-0.035;1.00;0.00;-0.01;-0.01
30;97437.3670000;0.0082830;-0.027;1.00;0.00;-0.01;-0.01
31;97436.6880000;0.0078865;0.004;1.00;0.00;-0.01;-0.01
30;97437.7970000;0.0070735;-0.006;1.00;0.00;-0.01;-0.01
30;97438.4690000;0.0083951;-0.036;1.00;0.00;-0.01;-0.01
31;97436.0160000;0.0083849;0.017;1.00;0.00;-0.01;-0.01
32;97436.7500000;0.0076844;0.039;1.00;0.00;-0.01;-0.01
30;97439.0310000;0.0102828;-0.014;1.00;0.00;-0.01;-0.01
49;97437.0000000;0.0081832;0.006;1.00;0.00;-0.01;-0.01
42;97437.0000000;0.0094547;0.022;1.00;0.00;-0.01;-0.01
31;97438.7190000;0.0082801;-0.022;1.00;0.00;-0.01;-0.01
27;97436.6880000;0.0065292;0.009;1.00;0.00;-0.01;-0.01
33;97439.7580000;0.0080803;-0.065;1.00;0.00;-0.01;-0.01
30;97435.7110000;0.0077857;0.003;1.00;0.00;-0.01;-0.01
31;97437.4920000;0.0094743;0.003;1.00;0.00;-0.01;-0.01
30;97436.6880000;0.0096338;0.030;1.00;0.00;-0.01;-0.01
30;97438.1560000;0.0088810;0.007;1.00;0.00;-0.01;-0.01
31;97437.9220000;0.0091693;-0.007;1.00;0.00;-0.01;-0.01
48;97437.2420000;0.0074005;0.004;1.00;0.00;-0.01;-0.01
