27.21
4036;82362.805;0.1664;0.007;0.93;-0.04;-0.38;-0.00
30;82360.422;0.0527;3.657;0.88;-0.04;-0.47;-0.00
31;82359.672;0.0083;4.134;0.85;-0.04;-0.52;-0.01
30;82359.672;-0.0145;3.152;0.83;-0.04;-0.55;-0.01
33;82359.672;-0.0153;2.261;0.82;-0.04;-0.58;-0.01
31;82360.758;-0.0044;1.165;0.81;-0.05;-0.59;-0.01
30;82360.898;-0.0046;0.591;0.80;-0.05;-0.60;-0.00
31;82358.445;-0.0295;0.997;0.79;-0.06;-0.60;-0.00
28;82360.422;-0.0331;0.685;0.79;-0.06;-0.61;-0.00
31;82362.328;-0.0218;0.125;0.79;-0.06;-0.61;-0.00
54;82359.672;-0.0204;0.225;0.79;-0.06;-0.61;-0.00
31;82361.781;-0.0175;-0.020;0.79;-0.06;-0.61;-0.01
30;82359.336;-0.0290;0.122;0.79;-0.06;-0.61;-0.01
31;82359.672;-0.0245;0.170;0.78;-0.06;-0.62;-0.00
27;82361.102;-0.0148;0.080;0.79;-0.06;-0.61;-0.00
30;82361.102;-0.0268;0.016;0.79;-0.06;-0.61;-0.00
31;82361.305;-0.0291;-0.043;0.79;-0.06;-0.62;-0.00
31;82360.758;-0.0145;-0.052;0.78;-0.06;-0.62;-0.00
30;82360.563;-0.0077;-0.047;0.78;-0.07;-0.62;0.00
30;82359.672;-0.0308;0.004;0.78;-0.07;-0.62;0.00
55;82360.758;-0.0225;-0.013;0.78;-0.06;-0.62;-0.00
35;82360.758;-0.0112;-0.025;0.79;-0.06;-0.62;-0.00
31;82360.898;-0.0116;-0.040;0.79;-0.06;-0.62;-0.00
30;82360.898;-0.0240;-0.052;0.79;-0.06;-0.61;-0.00
30;82360.016;-0.0260;-0.023;0.79;-0.06;-0.62;-0.00
31;82360.758;-0.0202;-0.030;0.79;-0.05;-0.62;-0.00
28;82361.984;-0.0244;-0.082;0.79;-0.06;-0.61;0.00
31;82359.469;-0.0438;-0.032;0.79;-0.05;-0.61;0.00
30;82359.672;-0.0956;0.002;0.79;-0.05;-0.61;-0.00
31;82360.563;-0.1819;-0.002;0.79;-0.05;-0.61;-0.00
55;82360.492;-0.2744;-0.011;0.81;-0.07;-0.58;-0.01
32;82358.445;-0.2438;0.055;0.81;-0.09;-0.58;-0.01
31;82359.672;-0.2275;0.066;0.83;-0.10;-0.56;-0.02
29;82360.422;-0.0653;0.049;0.85;-0.09;-0.51;-0.03
30;82359.531;-0.0521;0.068;0.87;-0.08;-0.49;-0.05
31;82359.531;-0.1672;0.083;0.87;-0.09;-0.48;-0.05
31;82358.992;-0.0811;0.109;0.88;-0.11;-0.46;-0.05
30;82358.719;0.0145;0.141;0.89;-0.11;-0.43;-0.05
30;82359.672;0.0738;0.139;0.91;-0.11;-0.40;-0.06
31;82359.336;0.0568;0.149;0.92;-0.11;-0.38;-0.06
56;82359.133;0.0543;0.164;0.94;-0.09;-0.31;-0.07
34;82357.977;0.0816;0.214;0.95;-0.09;-0.28;-0.08
31;82359.195;0.0996;0.212;0.96;-0.11;-0.26;-0.07
30;82358.109;0.0788;0.246;0.96;-0.12;-0.24;-0.07
28;82358.109;0.0685;0.272;0.96;-0.11;-0.22;-0.07
31;82357.836;0.0752;0.303;0.97;-0.11;-0.20;-0.07
30;82356.070;0.0770;0.384;0.97;-0.13;-0.18;-0.07
31;82356.883;0.1197;0.424;0.98;-0.13;-0.16;-0.07
29;82357.836;0.1564;0.425;0.98;-0.13;-0.14;-0.07
30;82359.195;0.2053;0.379;0.98;-0.13;-0.13;-0.07
50;82356.539;0.2586;0.429;0.98;-0.16;-0.08;-0.06
40;82357.977;0.2233;0.417;0.98;-0.13;-0.09;-0.07
30;82359.195;0.2406;0.358;0.98;-0.12;-0.12;-0.07
31;82357.492;0.1516;0.365;0.98;-0.12;-0.14;-0.07
31;82356.203;0.1400;0.409;0.97;-0.12;-0.18;-0.07
27;82356.539;0.1106;0.432;0.97;-0.11;-0.22;-0.08
29;82358.789;0.1157;0.374;0.96;-0.10;-0.26;-0.08
31;82357.836;0.1119;0.353;0.95;-0.09;-0.30;-0.08
29;82359.531;0.0649;0.277;0.93;-0.09;-0.35;-0.08
30;82356.539;0.0400;0.304;0.90;-0.09;-0.41;-0.08
48;82359.531;-0.0855;0.223;0.85;-0.11;-0.50;-0.07
42;82359.672;-0.1888;0.138;0.83;-0.12;-0.55;-0.05
31;82358.180;-0.2132;0.113;0.82;-0.13;-0.56;-0.02
27;82358.445;-0.1757;0.082;0.82;-0.11;-0.57;-0.01
28;82358.109;-0.1559;0.066;0.80;-0.09;-0.59;-0.01
31;82359.672;-0.1017;-0.001;0.79;-0.07;-0.61;-0.00
31;82359.531;0.0002;-0.052;0.79;-0.04;-0.61;-0.01
30;82360.078;0.0609;-0.111;0.78;-0.02;-0.63;-0.01
30;82360.289;0.0371;-0.165;0.76;-0.01;-0.65;-0.00
28;82359.133;-0.1456;-0.173;0.75;-0.01;-0.66;0.00
46;82360.016;-0.9885;-0.216;0.76;-0.04;-0.65;0.04
40;82360.078;0.0444;-0.286;0.79;-0.06;-0.62;0.03
31;82358.719;0.5739;-0.261;0.82;-0.06;-0.57;0.04
30;82358.180;0.3207;-0.205;0.79;-0.04;-0.61;0.04
27;82359.672;-0.3046;-0.210;0.75;-0.02;-0.67;0.03
32;82361.102;-0.2800;-0.276;0.75;-0.01;-0.66;0.01
30;82359.672;0.0269;-0.284;0.77;-0.03;-0.63;0.03
30;82359.133;0.0522;-0.262;0.75;-0.04;-0.66;0.03
31;82359.336;0.0082;-0.247;0.73;-0.05;-0.68;0.03
30;82358.445;-0.0265;-0.205;0.73;-0.05;-0.68;0.02
48;82359.672;-0.0799;-0.206;0.74;-0.05;-0.67;0.02
41;82359.531;-0.0135;-0.201;0.73;-0.04;-0.69;0.01
28;82359.672;0.0167;-0.198;0.73;-0.04;-0.68;0.00
30;82359.672;-0.0430;-0.193;0.73;-0.05;-0.68;0.01
27;82358.992;-0.0495;-0.167;0.73;-0.06;-0.68;0.02
30;82360.016;-0.0164;-0.175;0.73;-0.06;-0.68;0.02
30;82359.672;-0.0210;-0.169;0.73;-0.05;-0.68;0.01
31;82361.102;-0.0482;-0.208;0.73;-0.05;-0.68;0.01
30;82361.102;-0.0567;-0.241;0.74;-0.05;-0.67;0.01
30;82356.883;0.0000;-0.134;0.75;-0.05;-0.66;0.01
48;82359.531;-0.0161;-0.121;0.75;-0.06;-0.66;0.02
41;82360.016;-0.0184;-0.125;0.75;-0.05;-0.66;0.02
30;82360.758;-0.0255;-0.153;0.74;-0.05;-0.67;0.01
31;82359.531;-0.0376;-0.134;0.74;-0.05;-0.67;0.01
30;82360.758;0.0066;-0.159;0.75;-0.06;-0.66;0.01
30;82361.102;-0.0188;-0.187;0.75;-0.06;-0.65;0.01
31;82359.336;-0.0478;-0.153;0.76;-0.07;-0.65;0.02
32;82359.672;-0.0265;-0.135;0.76;-0.06;-0.65;0.01
31;82360.422;-0.0305;-0.141;0.76;-0.06;-0.65;0.00
31;82360.422;-0.0830;-0.145;0.76;-0.06;-0.65;-0.00
F27.243
70;82359.953;-0.0812;-0.133;0.78;-0.10;-0.62;0.00
39;82360.836;0.0935;-0.152;0.78;-0.12;-0.62;0.02
30;82359.953;0.1490;-0.129;0.77;-0.10;-0.63;-0.00
31;82360.023;0.1049;-0.110;0.76;-0.07;-0.64;-0.04
31;82362.602;0.0351;-0.185;0.77;-0.07;-0.64;-0.04
29;82362.063;-0.0669;-0.229;0.77;-0.08;-0.63;-0.04
30;82359.406;-0.1840;-0.175;0.77;-0.11;-0.63;-0.03
28;82359.813;-0.1404;-0.143;0.76;-0.13;-0.63;-0.03
29;82358.727;-0.0233;-0.078;0.77;-0.14;-0.62;-0.02
30;82361.180;-0.0097;-0.102;0.77;-0.14;-0.62;-0.01
48;82359.953;-0.0015;-0.078;0.77;-0.12;-0.63;-0.04
42;82360.563;-0.0078;-0.078;0.78;-0.11;-0.62;-0.05
31;82359.953;-0.0384;-0.055;0.78;-0.11;-0.62;-0.05
27;82361.039;-0.0273;-0.074;0.77;-0.12;-0.62;-0.04
30;82361.039;-0.0059;-0.090;0.77;-0.13;-0.62;-0.04
30;82360.086;0.0014;-0.070;0.77;-0.13;-0.63;-0.04
31;82359.141;-0.0062;-0.021;0.76;-0.12;-0.63;-0.05
31;82359.953;-0.0480;-0.005;0.77;-0.12;-0.62;-0.05
31;82360.086;-0.0479;0.002;0.77;-0.13;-0.62;-0.05
31;82359.953;-0.0298;0.013;0.77;-0.14;-0.62;-0.05
