Start 104494;81512.23;1300.00;18.13
0.00;0.00
19.00;4.82
18.00;-0.68
17.00;-1.58
17.00;1.23
17.00;0.34
17.00;0.00
18.00;-0.55
17.00;-0.41
18.00;0.96
17.00;1.77
17.00;-2.73
18.00;1.77
17.00;-0.48
18.00;-0.89
17.00;0.68
16.00;-2.66
17.00;2.12
17.00;0.20
18.00;0.34
17.00;-0.13
18.00;2.12
16.00;-1.30
17.00;1.37
18.00;-2.25
17.00;3.00
18.00;-0.13
17.00;-1.98
16.00;-0.13
18.00;2.25
17.00;-3.48
18.00;2.46
17.00;-1.16
17.00;-1.65
17.00;0.90
17.00;0.27
18.00;-0.14
17.00;0.90
18.00;1.16
17.00;-1.50
18.00;2.25
17.00;-2.93
17.00;3.27
18.00;-0.34
17.00;0.34
18.00;-2.46
17.00;-0.69
17.00;2.12
18.00;-2.24
17.00;0.68
18.00;1.91
17.00;-2.52
18.00;2.87
16.00;-2.12
17.00;-0.06
18.00;2.52
17.00;-3.27
18.00;-0.41
17.00;2.05
16.00;1.30
18.00;0.34
17.00;-2.18
18.00;1.49
17.00;-1.23
17.00;-0.55
17.00;0.48
17.00;2.80
18.00;-2.12
17.00;1.84
18.00;-4.10
17.00;3.48
17.00;0.07
18.00;-1.64
17.00;0.00
18.00;1.37
17.00;-2.19
17.00;2.12
17.00;-1.91
17.00;-0.21
18.00;1.77
17.00;0.07
18.00;-0.41
17.00;1.03
18.00;0.20
17.00;-1.30
17.00;-0.48
18.00;-1.30
17.00;1.84
18.00;1.03
16.00;0.00
17.00;-0.69
18.00;-1.77
17.00;0.14
18.00;2.32
17.00;-0.34
16.00;0.00
18.00;-2.18
17.00;0.06
18.00;2.66
17.00;-2.12
17.00;0.00
16.00;1.23
17.00;-1.23
18.00;1.02
17.00;-1.02
18.00;3.00
17.00;-1.02
16.00;-1.09
18.00;2.12
17.00;0.70
18.00;-1.98
17.00;-0.48
17.00;0.55
17.00;0.34
17.00;1.37
18.00;-1.70
17.00;0.68
18.00;1.16
17.00;-1.30
16.00;-0.61
18.00;0.07
17.00;1.70
18.00;-0.20
17.00;0.55
18.00;-1.02
17.00;-1.02
17.00;-0.07
18.00;2.80
17.00;-1.23
18.00;0.00
17.00;-1.50
17.00;3.13
18.00;-0.13
16.00;-3.08
18.00;3.20
17.00;-1.43
18.00;0.89
17.00;0.88
17.00;-1.30
17.00;-1.16
17.00;-1.09
18.00;3.20
17.00;-1.63
17.00;-1.57
18.00;2.25
17.00;0.34
18.00;-0.48
17.00;0.41
17.00;-0.20
18.00;0.62
17.00;-1.84
18.00;1.98
17.00;0.13
18.00;1.85
17.00;-2.26
17.00;0.75
18.00;-0.95
17.00;0.34
18.00;-1.02
17.00;0.00
17.00;1.70
18.00;1.09
17.00;-2.12
18.00;-0.68
17.00;2.38
18.00;0.76
17.00;-2.12
18.00;2.45
17.00;-1.77
17.00;-0.07
18.00;-0.61
17.00;0.68
18.00;-0.07
17.00;0.68
16.00;-0.47
18.00;0.68
17.00;2.39
18.00;-2.60
17.00;1.16
17.00;-0.07
17.00;-1.43
17.00;-0.34
18.00;0.68
17.00;0.21
18.00;0.62
17.00;0.07
16.00;0.07
18.00;2.11
17.00;-1.57
18.00;2.12
17.00;-0.55
17.00;-3.08
17.00;-0.68
17.00;2.19
18.00;-0.61
17.00;-0.55
17.00;1.58
18.00;-1.02
16.00;-0.90
18.00;0.90
17.00;0.00
18.00;1.29
17.00;-1.29
18.00;2.05
17.00;0.13
17.00;-3.08
18.00;0.00
17.00;0.90
18.00;0.00
17.00;-0.55
17.00;1.16
17.00;-1.16
17.00;3.28
18.00;-0.34
17.00;-2.26
17.00;-0.13
18.00;1.63
16.00;-0.41
18.00;-0.27
17.00;-0.34
18.00;-0.61
17.00;1.29
17.00;1.44
17.00;-1.77
17.00;-0.13
18.00;0.13
17.00;1.23
17.00;0.55
18.00;0.34
16.00;-1.44
18.00;1.09
17.00;-0.55
18.00;-0.20
17.00;-1.02
17.00;1.77
18.00;-0.27
17.00;-1.50
18.00;1.91
17.00;-1.23
17.00;-0.68
18.00;1.02
17.00;0.75
18.00;-0.68
17.00;-1.09
18.00;1.91
17.00;-0.27
17.00;0.00
16.00;1.98
17.00;-1.84
18.00;1.50
17.00;-1.16
18.00;-0.48
17.00;0.48
17.00;1.84
18.00;-1.58
17.00;-0.27
18.00;0.34
17.00;-0.68
17.00;1.50
18.00;-1.16
17.00;0.34
18.00;0.00
